"","r_mf_9a_6p","r_mf_6p_10","r_sa_9a_6p","r_sa_6p_10","r_su_9a_6p","r_su_6p_10","t_mf_9a_6p","t_mf_6p_10","t_sa_9a_6p","t_sa_6p_10","t_su_9a_6p","t_su_6p_10","credit_card","longitude","latitude","geo_local_area","avg_rate","avg_time","rate_level","time_level"
"2689",1,1,1,1,1,1,2,4,2,4,2,4,"Yes",-123.093902954771,49.2106965446101,"Sunset",1,3,"very low","very low"
"2690",2,2,2,2,2,2,2,4,2,4,2,4,"No",-123.069672763793,49.2615853528937,"Kensington-Cedar Cottage",2,3,"low","very low"
"2691",1,1,1,1,1,1,2,4,2,4,2,4,"No",-123.157002968364,49.2639857828638,"Kitsilano",1,3,"very low","very low"
"2692",1,1,1,1,1,1,3,4,3,4,3,4,"No",-123.122943016416,49.277205645578,"Downtown",1,3.5,"very low","very low"
"2693",1,1,1,1,1,1,3,4,3,4,3,4,"No",-123.037064796026,49.2348621444132,"Renfrew-Collingwood",1,3.5,"very low","very low"
"2694",1,1,1,1,1,1,2,4,2,4,2,4,"No",-123.211804165366,49.2639490078486,"West Point Grey",1,3,"very low","very low"
"2695",2,1,2,1,2,1,3,4,3,4,3,4,"No",-123.112815093573,49.2671269424093,"Mount Pleasant",1.5,3.5,"very low","very low"
"2696",5,2,5,2,5,2,2,4,2,4,2,4,"No",-123.151502069738,49.2680275030637,"Kitsilano",3.5,3,"low","very low"
"2697",2,1,2,1,2,1,3,4,3,4,3,4,"No",-123.112682023167,49.2659683553591,"Mount Pleasant",1.5,3.5,"very low","very low"
"2698",6,4,6,4,6,4,2,4,2,4,2,4,"Yes",-123.12406549772,49.2854078782686,"West End",5,3,"moderate","very low"
"2699",5,1,5,1,5,1,2,4,2,4,2,4,"No",-123.153637239643,49.2682308177047,"Kitsilano",3,3,"low","very low"
"2700",5,1,5,1,5,1,2,4,2,4,2,4,"No",-123.154836660918,49.2680796803893,"Kitsilano",3,3,"low","very low"
"2701",4,3,4,3,4,3,2,4,2,4,2,4,"No",-123.155437122902,49.2682594708246,"Kitsilano",3.5,3,"low","very low"
"2702",6,4,6,4,6,4,2,4,2,4,2,4,"Yes",-123.124612817752,49.2857413790396,"West End",5,3,"moderate","very low"
"2703",4,3,4,3,4,3,2,4,2,4,2,4,"No",-123.156139177187,49.2682710365643,"Kitsilano",3.5,3,"low","very low"
"2704",4,3,4,3,4,3,2,4,2,4,2,4,"No",-123.156668573606,49.2682796389824,"Kitsilano",3.5,3,"low","very low"
"2705",3,1,3,1,3,1,2,4,2,4,2,4,"No",-123.154472830557,49.2336381842345,"Kerrisdale",2,3,"low","very low"
"2706",2,1,2,1,2,1,2,4,2,4,2,4,"No",-123.124449215166,49.2881306096262,"Downtown",1.5,3,"very low","very low"
"2707",2,1,2,1,2,1,2,4,2,4,2,4,"No",-123.124689994247,49.2882853278212,"Downtown",1.5,3,"very low","very low"
"2708",5,2,5,2,5,2,2,4,2,4,2,4,"No",-123.117536009886,49.2648195635336,"Fairview",3.5,3,"low","very low"
"2709",6,3,6,3,6,3,2,4,2,4,2,4,"No",-123.14639499502,49.2711602959971,"Kitsilano",4.5,3,"moderate","very low"
"2710",3,6,3,6,3,6,2,4,2,4,2,4,"No",-123.154930290954,49.2713523141093,"Kitsilano",4.5,3,"moderate","very low"
"2711",3,2,3,2,3,2,2,4,2,4,2,4,"No",-123.099851262221,49.2799523773854,"Downtown",2.5,3,"low","very low"
"2712",1,1,1,1,1,1,2,4,2,4,2,4,"No",-123.16143005143,49.2344601751418,"Kerrisdale",1,3,"very low","very low"
"2713",4,1,4,1,4,1,2,4,4,4,4,4,"Yes",-123.1386138198,49.2586547192956,"Fairview",2.5,3.66666666666667,"low","very low"
"2714",1,1,1,1,1,1,2,4,2,4,2,4,"No",-123.161260138527,49.2344964114598,"Kerrisdale",1,3,"very low","very low"
"2715",6,4,6,4,6,4,2,4,2,4,2,4,"Yes",-123.115021466264,49.285755794811,"Downtown",5,3,"moderate","very low"
"2716",1,1,1,1,1,1,2,4,2,4,2,4,"No",-123.10087768327,49.260814352091,"Mount Pleasant",1,3,"very low","very low"
"2717",3,2,3,2,3,2,2,4,2,4,2,4,"No",-123.099851262221,49.2799523773854,"Downtown",2.5,3,"low","very low"
"2718",6,4,6,4,6,4,2,4,2,4,2,4,"Yes",-123.125493055687,49.2863303298127,"West End",5,3,"moderate","very low"
"2719",3,1,3,1,3,1,3,4,3,4,3,4,"No",-123.131511094485,49.2744514918366,"Downtown",2,3.5,"low","very low"
"2720",1,1,1,1,1,1,3,4,3,4,3,4,"No",-123.132309701851,49.2749681633609,"Downtown",1,3.5,"very low","very low"
"2721",5,6,5,6,5,6,2,4,2,4,2,4,"No",-123.149444086111,49.2681654530291,"Kitsilano",5.5,3,"moderate","very low"
"2722",5,6,5,6,5,6,2,4,2,4,2,4,"No",-123.14985396561,49.2681714796647,"Kitsilano",5.5,3,"moderate","very low"
"2723",5,6,5,6,5,6,2,4,2,4,2,4,"No",-123.149218732533,49.2679911114461,"Kitsilano",5.5,3,"moderate","very low"
"2724",2,1,2,1,2,1,3,4,3,4,3,3,"No",-123.133073766602,49.2756188074692,"Downtown",1.5,3.33333333333333,"very low","very low"
"2725",3,3,3,3,3,3,2,4,2,4,2,4,"No",-123.126547219443,49.2862025731383,"West End",3,3,"low","very low"
"2726",3,3,3,3,3,3,2,4,2,4,2,4,"No",-123.126249233057,49.2864001542016,"West End",3,3,"low","very low"
"2727",1,1,1,1,1,1,3,4,3,4,3,4,"No",-123.132183969154,49.2748875304628,"Downtown",1,3.5,"very low","very low"
"2728",3,3,3,3,3,3,2,4,2,4,2,4,"No",-123.126126973499,49.2864811003294,"West End",3,3,"low","very low"
"2729",3,3,3,3,3,3,2,4,2,4,2,4,"No",-123.125569549304,49.2868490342034,"West End",3,3,"low","very low"
"2730",2,1,2,1,2,1,3,4,3,4,3,3,"No",-123.133436386001,49.2758544230223,"Downtown",1.5,3.33333333333333,"very low","very low"
"2731",2,1,2,1,2,1,2,4,2,4,2,4,"No",-123.137906348068,49.2661134940602,"Fairview",1.5,3,"very low","very low"
"2732",2,1,2,1,2,1,3,4,3,4,3,4,"No",-123.137742027724,49.2662387233981,"Fairview",1.5,3.5,"very low","very low"
"2733",2,1,2,1,2,1,3,4,3,4,3,4,"No",-123.137928284941,49.2662414696212,"Fairview",1.5,3.5,"very low","very low"
"2734",5,1,5,1,5,1,2,4,2,4,2,4,"No",-123.120205268106,49.262381095312,"Fairview",3,3,"low","very low"
"2735",5,1,5,1,5,1,2,4,2,4,2,4,"No",-123.12036498195,49.262383267793,"Fairview",3,3,"low","very low"
"2736",5,1,5,1,5,1,2,4,2,4,2,4,"No",-123.121065966096,49.2623937794193,"Fairview",3,3,"low","very low"
"2737",5,3,5,3,5,3,2,4,2,4,2,4,"No",-123.156689117015,49.2346636358887,"Arbutus-Ridge",4,3,"moderate","very low"
"2738",5,3,5,3,5,3,2,4,2,4,2,4,"No",-123.157017889203,49.234668145876,"Arbutus-Ridge",4,3,"moderate","very low"
"2739",5,3,5,3,5,3,2,4,2,4,2,4,"No",-123.15735817481,49.2346733138894,"Arbutus-Ridge",4,3,"moderate","very low"
"2740",5,3,5,3,5,3,2,4,2,4,2,4,"No",-123.156415407315,49.2345218638063,"Kerrisdale",4,3,"moderate","very low"
"2741",1,1,1,1,1,1,2,4,2,4,2,4,"No",-123.12122865986,49.2781818423024,"Downtown",1,3,"very low","very low"
"2742",2,1,2,1,2,1,2,4,2,4,2,4,"No",-123.102361247435,49.2811248166574,"Downtown",1.5,3,"very low","very low"
"2743",1,1,1,1,1,1,2,4,2,4,2,4,"No",-123.097497554712,49.2806767182315,"Strathcona",1,3,"very low","very low"
"2744",4,3,4,3,4,3,2,4,2,4,2,4,"No",-123.156837779416,49.2682732477147,"Kitsilano",3.5,3,"low","very low"
"2745",4,3,4,3,4,3,2,4,2,4,2,4,"No",-123.157182574861,49.2682882689143,"Kitsilano",3.5,3,"low","very low"
"2746",5,2,5,2,5,2,2,4,4,4,4,4,"Yes",-123.138718579909,49.2627867241463,"Fairview",3.5,3.66666666666667,"low","very low"
"2747",5,1,5,1,5,1,2,4,4,4,4,4,"Yes",-123.138734865691,49.2623204828977,"Fairview",3,3.66666666666667,"low","very low"
"2748",5,1,5,1,5,1,2,4,4,4,4,4,"Yes",-123.138744782475,49.2620828175472,"Fairview",3,3.66666666666667,"low","very low"
"2749",1,1,1,1,1,1,2,4,2,4,2,4,"No",-123.152895842179,49.2621369374514,"Kitsilano",1,3,"very low","very low"
"2750",1,1,1,1,1,1,2,4,2,4,2,4,"No",-123.152910508041,49.2616923567216,"Kitsilano",1,3,"very low","very low"
"2751",2,2,2,2,2,2,2,4,2,4,2,4,"No",-123.155551945994,49.2379136188017,"Arbutus-Ridge",2,3,"low","very low"
"2752",2,2,2,2,2,2,2,4,2,4,2,4,"No",-123.1555593371,49.2376950153051,"Arbutus-Ridge",2,3,"low","very low"
"2753",1,1,1,1,1,1,2,4,2,4,2,4,"No",-123.161574223381,49.234597088251,"Kerrisdale",1,3,"very low","very low"
"2754",6,1,6,1,6,1,2,4,2,4,2,4,"No",-123.139410964257,49.2634978615293,"Fairview",3.5,3,"low","very low"
"2755",1,1,1,1,1,1,2,4,2,4,2,4,"No",-123.152888575219,49.2623472460952,"Kitsilano",1,3,"very low","very low"
"2756",5,2,5,2,5,2,2,4,2,4,2,4,"No",-123.151162791031,49.268021839691,"Kitsilano",3.5,3,"low","very low"
"2757",1,1,1,1,1,1,2,4,2,4,2,4,"No",-123.098076236964,49.2812170186461,"Strathcona",1,3,"very low","very low"
"2758",1,1,1,1,1,1,2,4,2,4,2,4,"No",-123.161956933794,49.2347470249573,"Arbutus-Ridge",1,3,"very low","very low"
"2759",1,1,1,1,1,1,2,4,2,4,2,4,"No",-123.127626319697,49.2902880263009,"Downtown",1,3,"very low","very low"
"2760",1,1,1,1,1,1,2,4,2,4,2,4,"No",-123.106910684441,49.2628196351588,"Mount Pleasant",1,3,"very low","very low"
"2761",2,1,2,1,2,1,2,4,2,4,2,4,"No",-123.152491621659,49.2344524313,"Kerrisdale",1.5,3,"very low","very low"
"2762",2,1,2,1,2,1,2,4,2,4,2,4,"No",-123.153368188977,49.2344650426261,"Kerrisdale",1.5,3,"very low","very low"
"2763",4,1,4,1,4,1,2,4,4,4,4,4,"Yes",-123.138874382729,49.2586025040041,"Fairview",2.5,3.66666666666667,"low","very low"
"2764",4,1,4,1,4,1,2,4,4,4,4,4,"Yes",-123.138333182057,49.2597854842409,"Fairview",2.5,3.66666666666667,"low","very low"
"2765",1,1,1,1,1,1,2,4,2,4,2,4,"No",-123.127314864297,49.2901975456817,"Downtown",1,3,"very low","very low"
"2766",1,1,1,1,1,1,2,4,2,4,2,4,"No",-123.127626319697,49.2902880263009,"Downtown",1,3,"very low","very low"
"2767",1,1,1,1,1,1,2,4,2,4,2,4,"No",-123.127893755835,49.2896342228344,"Downtown",1,3,"very low","very low"
"2768",5,3,5,3,5,3,2,4,2,4,2,4,"No",-123.157276651227,49.2345358424965,"Kerrisdale",4,3,"moderate","very low"
"2769",4,1,4,1,4,1,2,4,2,4,2,4,"No",-123.166757212249,49.2639673041012,"Kitsilano",2.5,3,"low","very low"
"2770",4,1,4,1,4,1,2,4,2,4,2,4,"No",-123.167125989633,49.2639732568106,"Kitsilano",2.5,3,"low","very low"
"2771",2,1,2,1,2,1,2,4,2,4,2,4,"No",-123.124842804931,49.2882053037265,"Downtown",1.5,3,"very low","very low"
"2772",2,1,2,1,2,1,2,4,2,4,2,4,"No",-123.124964028213,49.2882831248259,"Downtown",1.5,3,"very low","very low"
"2773",6,7,6,7,6,7,2,4,2,4,2,4,"Yes",-123.122133720509,49.2843449436319,"West End",6.5,3,"high","very low"
"2774",6,7,6,7,6,7,2,4,2,4,2,4,"Yes",-123.122247011564,49.2844179096245,"West End",6.5,3,"high","very low"
"2775",6,7,6,7,6,7,2,4,2,4,2,4,"Yes",-123.122247011564,49.2844179096245,"West End",6.5,3,"high","very low"
"2776",1,1,1,1,1,1,3,4,3,4,3,4,"No",-123.118745295545,49.2743805544618,"Downtown",1,3.5,"very low","very low"
"2777",1,1,1,1,1,1,3,4,3,4,3,4,"No",-123.118288463321,49.2746282108414,"Downtown",1,3.5,"very low","very low"
"2778",2,2,2,2,2,2,3,4,3,4,3,4,"No",-123.143176272478,49.2669101756655,"Fairview",2,3.5,"low","very low"
"2779",2,1,2,1,2,1,2,4,4,4,4,4,"Yes",-123.138781730395,49.2610940196076,"Fairview",1.5,3.66666666666667,"very low","very low"
"2780",3,1,3,1,3,1,2,4,4,4,4,4,"Yes",-123.138814710281,49.2602100204845,"Fairview",2,3.66666666666667,"low","very low"
"2781",3,1,3,1,3,1,2,4,4,4,4,4,"Yes",-123.138819337821,49.2600958656717,"Fairview",2,3.66666666666667,"low","very low"
"2782",3,6,3,6,3,6,2,4,2,4,2,4,"No",-123.15551522493,49.2708652479718,"Kitsilano",4.5,3,"moderate","very low"
"2783",5,1,5,1,5,1,2,4,2,4,2,4,"No",-123.139699319336,49.269630082848,"Fairview",3,3,"low","very low"
"2784",4,3,4,3,4,3,2,4,4,4,4,4,"Yes",-123.139600383182,49.2589729515637,"Fairview",3.5,3.66666666666667,"low","very low"
"2785",1,1,1,1,1,1,2,4,2,4,2,4,"No",-123.126882060844,49.2894955442301,"Downtown",1,3,"very low","very low"
"2786",4,1,4,1,4,1,2,4,4,4,4,4,"Yes",-123.139308229072,49.2579579242507,"Fairview",2.5,3.66666666666667,"low","very low"
"2787",4,1,4,1,4,1,2,4,4,4,4,4,"Yes",-123.139308229072,49.2579579242507,"Fairview",2.5,3.66666666666667,"low","very low"
"2788",2,1,2,1,2,1,3,4,3,4,3,4,"No",-123.140836896638,49.2660814443184,"Fairview",1.5,3.5,"very low","very low"
"2789",2,1,2,1,2,1,2,4,2,4,2,4,"No",-123.155409359609,49.263420105827,"Kitsilano",1.5,3,"very low","very low"
"2790",1,2,1,2,1,2,2,4,2,4,2,4,"No",-123.115268500264,49.255258102595,"South Cambie",1.5,3,"very low","very low"
"2791",1,1,1,1,1,1,3,4,3,4,3,4,"No",-123.133146199522,49.2930774588684,"Downtown",1,3.5,"very low","very low"
"2792",1,1,1,1,1,1,2,4,2,4,2,4,"No",-123.127940133675,49.2903807612547,"Downtown",1,3,"very low","very low"
"2793",1,1,1,1,1,1,2,4,2,4,2,4,"No",-123.128202695847,49.2903254108525,"Downtown",1,3,"very low","very low"
"2794",1,1,1,1,1,1,2,4,2,4,2,4,"No",-123.12810152315,49.2904266916747,"Downtown",1,3,"very low","very low"
"2795",1,1,1,1,1,1,3,4,3,4,3,4,"No",-123.136323072243,49.278368356281,"West End",1,3.5,"very low","very low"
"2796",1,1,1,1,1,1,3,4,3,4,3,4,"No",-123.136511728263,49.2785562048665,"West End",1,3.5,"very low","very low"
"2797",5,2,5,2,5,2,2,4,2,4,2,4,"No",-123.151880689979,49.268203599783,"Kitsilano",3.5,3,"low","very low"
"2798",1,1,1,1,1,1,3,4,3,4,3,4,"No",-123.136794829401,49.2788395781608,"West End",1,3.5,"very low","very low"
"2799",1,1,1,1,1,1,3,4,3,4,3,4,"No",-123.137383130757,49.2794242057659,"West End",1,3.5,"very low","very low"
"2800",1,1,1,1,1,1,3,4,3,4,3,4,"No",-123.137475778138,49.2795155765842,"West End",1,3.5,"very low","very low"
"2801",5,2,5,2,5,2,2,4,2,4,2,4,"No",-123.151332629593,49.2680246397577,"Kitsilano",3.5,3,"low","very low"
"2802",1,1,1,1,1,1,3,4,3,4,3,4,"No",-123.137756210573,49.2797944980389,"West End",1,3.5,"very low","very low"
"2803",1,1,1,1,1,1,2,4,2,4,2,4,"No",-123.115935486507,49.2562160197041,"South Cambie",1,3,"very low","very low"
"2804",6,1,6,1,6,1,2,4,2,4,2,4,"No",-123.140106814632,49.2637270272822,"Fairview",3.5,3,"low","very low"
"2805",1,1,1,1,1,1,3,4,3,4,3,4,"No",-123.123321405135,49.2772959677971,"Downtown",1,3.5,"very low","very low"
"2806",6,1,6,1,6,1,2,4,2,4,2,4,"No",-123.14027820865,49.2637263695591,"Fairview",3.5,3,"low","very low"
"2807",1,1,1,1,1,1,2,4,2,4,2,4,"No",-123.148198196971,49.264107414161,"Kitsilano",1,3,"very low","very low"
"2808",5,4,5,4,5,4,2,4,2,4,2,4,"No",-123.104780040411,49.2826352866718,"Downtown",4.5,3,"moderate","very low"
"2809",6,4,6,4,6,4,2,4,2,4,2,4,"Yes",-123.124419393594,49.2858265288751,"West End",5,3,"moderate","very low"
"2810",3,2,3,2,3,2,2,4,2,4,2,4,"No",-123.098601889561,49.2803041273399,"Strathcona",2.5,3,"low","very low"
"2811",6,4,6,4,6,4,2,4,2,4,2,4,"Yes",-123.124782294802,49.2860732799112,"West End",5,3,"moderate","very low"
"2812",3,1,3,1,3,1,2,4,2,4,2,4,"No",-123.143275643006,49.2691853885534,"Fairview",2,3,"low","very low"
"2813",3,2,3,2,3,2,2,4,2,4,2,4,"No",-123.09773333203,49.2802887098895,"Strathcona",2.5,3,"low","very low"
"2814",3,1,3,1,3,1,3,4,3,4,3,4,"No",-123.14136173263,49.2687897983498,"Fairview",2,3.5,"low","very low"
"2815",3,1,3,1,3,1,3,4,3,4,3,4,"No",-123.14136173263,49.2687897983498,"Fairview",2,3.5,"low","very low"
"2816",2,1,2,1,2,1,2,4,2,4,2,4,"No",-123.091121982084,49.2829718149776,"Strathcona",1.5,3,"very low","very low"
"2817",2,1,2,1,2,1,24,24,24,24,24,24,"Yes",-123.090913500555,49.2830893122553,"Strathcona",1.5,24,"very low","very high"
"2818",2,1,2,1,2,1,24,24,24,24,24,24,"Yes",-123.090348992034,49.2830813265359,"Strathcona",1.5,24,"very low","very high"
"2819",6,4,6,4,6,4,2,4,2,4,2,4,"Yes",-123.124738030831,49.2858334624479,"West End",5,3,"moderate","very low"
"2820",2,1,2,1,2,1,3,4,3,4,3,4,"No",-123.13397555245,49.2762286915739,"Downtown",1.5,3.5,"very low","very low"
"2821",6,4,6,4,6,4,2,4,2,4,2,4,"Yes",-123.125351010629,49.2862335340297,"West End",5,3,"moderate","very low"
"2822",6,4,6,4,6,4,2,4,2,4,2,4,"Yes",-123.125493055687,49.2863303298127,"West End",5,3,"moderate","very low"
"2823",3,3,3,3,3,3,2,4,2,4,2,4,"No",-123.11730750828,49.27910821072,"Downtown",3,3,"low","very low"
"2824",5,6,5,6,5,6,2,4,2,4,2,4,"No",-123.14904204969,49.2679886139425,"Kitsilano",5.5,3,"moderate","very low"
"2825",5,2,5,2,5,2,2,4,2,4,2,4,"No",-123.151367214248,49.2681954133277,"Kitsilano",3.5,3,"low","very low"
"2826",5,4,5,4,5,4,2,4,4,4,4,4,"Yes",-123.139066493515,49.2627041796563,"Fairview",4.5,3.66666666666667,"moderate","very low"
"2827",4,1,4,1,4,1,3,4,3,4,3,4,"No",-123.171306091179,49.2644615204759,"Kitsilano",2.5,3.5,"low","very low"
"2828",3,3,3,3,3,3,2,4,2,4,2,4,"No",-123.126187459013,49.286597665682,"West End",3,3,"low","very low"
"2829",3,3,3,3,3,3,2,4,2,4,2,4,"No",-123.126315743409,49.2865120084316,"West End",3,3,"low","very low"
"2830",6,1,6,1,6,1,2,4,4,4,4,4,"Yes",-123.138588574532,49.2592833621785,"Fairview",3.5,3.66666666666667,"low","very low"
"2831",1,2,1,2,1,2,2,4,2,4,2,4,"No",-123.115272607278,49.2551451455257,"South Cambie",1.5,3,"very low","very low"
"2832",1,1,1,1,1,1,3,4,3,4,3,4,"No",-123.115039411657,49.2547062672981,"Riley Park",1,3.5,"very low","very low"
"2833",1,1,1,1,1,1,3,4,3,4,3,4,"No",-123.115053039798,49.2543734035813,"Riley Park",1,3.5,"very low","very low"
"2834",1,1,1,1,1,1,2,4,2,4,2,4,"No",-123.115298406163,49.254545327502,"South Cambie",1,3,"very low","very low"
"2835",1,1,1,1,1,1,2,4,2,4,2,4,"No",-123.115302998885,49.2544344568241,"South Cambie",1,3,"very low","very low"
"2836",1,1,1,1,1,1,2,4,2,4,2,4,"No",-123.11531250448,49.2542085953305,"South Cambie",1,3,"very low","very low"
"2837",6,7,6,7,6,7,2,4,2,4,2,4,"Yes",-123.122300001045,49.2842826201034,"West End",6.5,3,"high","very low"
"2838",6,7,6,7,6,7,2,4,2,4,2,4,"Yes",-123.122429718185,49.2843588247845,"West End",6.5,3,"high","very low"
"2839",6,7,6,7,6,7,2,4,2,4,2,4,"Yes",-123.122555225953,49.2844397112742,"West End",6.5,3,"high","very low"
"2840",2,1,2,1,2,1,3,4,3,4,3,4,"No",-123.112676780405,49.2660865304469,"Mount Pleasant",1.5,3.5,"very low","very low"
"2841",1,1,1,1,1,1,3,4,3,4,3,4,"No",-123.131918283099,49.2923933998428,"Downtown",1,3.5,"very low","very low"
"2842",1,1,1,1,1,1,3,4,3,4,3,4,"No",-123.131918283099,49.2923933998428,"Downtown",1,3.5,"very low","very low"
"2843",1,1,1,1,1,1,3,4,3,4,3,4,"No",-123.131758624248,49.2921388210056,"Downtown",1,3.5,"very low","very low"
"2844",1,1,1,1,1,1,3,4,3,4,3,4,"No",-123.132041582378,49.292473252999,"Downtown",1,3.5,"very low","very low"
"2845",1,1,1,1,1,1,3,4,3,4,3,4,"No",-123.13253496067,49.2927920704095,"Downtown",1,3.5,"very low","very low"
"2846",3,5,3,5,3,5,3,4,3,4,3,4,"No",-123.147079017737,49.2681266781139,"Kitsilano",4,3.5,"moderate","very low"
"2847",1,1,1,1,1,1,2,4,2,4,2,4,"No",-123.116087920631,49.255847503459,"South Cambie",1,3,"very low","very low"
"2848",1,1,1,1,1,1,2,4,2,4,2,4,"No",-123.116094018787,49.2557346792992,"South Cambie",1,3,"very low","very low"
"2849",1,1,1,1,1,1,2,4,2,4,2,4,"No",-123.116103672743,49.2554797630839,"South Cambie",1,3,"very low","very low"
"2850",2,1,2,1,2,1,2,4,2,4,2,4,"No",-123.102425211496,49.2796449989666,"Downtown",1.5,3,"very low","very low"
"2851",6,1,6,1,6,1,2,4,2,4,2,4,"No",-123.13994483248,49.263507830477,"Fairview",3.5,3,"low","very low"
"2852",4,1,4,1,4,1,2,4,4,4,4,4,"Yes",-123.138879692352,49.2584866392461,"Fairview",2.5,3.66666666666667,"low","very low"
"2853",4,1,4,1,4,1,2,4,4,4,4,4,"Yes",-123.138879692352,49.2584866392461,"Fairview",2.5,3.66666666666667,"low","very low"
"2854",1,1,1,1,1,1,2,4,2,4,2,4,"No",-123.101763694259,49.2812850088683,"Downtown",1,3,"very low","very low"
"2855",1,1,1,1,1,1,2,4,2,4,2,4,"No",-123.100719873177,49.2812658731708,"Downtown",1,3,"very low","very low"
"2856",3,1,3,1,3,1,3,4,3,4,3,4,"No",-123.119674688974,49.2743235645712,"Downtown",2,3.5,"low","very low"
"2857",3,1,3,1,3,1,3,4,3,4,3,4,"No",-123.120198760676,49.2741988599842,"Downtown",2,3.5,"low","very low"
"2858",3,1,3,1,3,1,3,4,3,4,3,4,"No",-123.120369841421,49.2741561436357,"Downtown",2,3.5,"low","very low"
"2859",3,1,3,1,3,1,3,4,3,4,3,4,"No",-123.120539751557,49.2741126996444,"Downtown",2,3.5,"low","very low"
"2860",2,1,2,1,2,1,3,4,3,4,3,4,"No",-123.123398207992,49.2736327573107,"Downtown",1.5,3.5,"very low","very low"
"2861",1,1,1,1,1,1,2,4,2,4,2,4,"No",-123.114590344511,49.2557921576986,"Riley Park",1,3,"very low","very low"
"2862",3,3,3,3,3,3,2,4,2,4,2,4,"No",-123.117431863092,49.2790253467203,"Downtown",3,3,"low","very low"
"2863",3,3,3,3,3,3,2,4,2,4,2,4,"No",-123.117813795036,49.2787718245047,"Downtown",3,3,"low","very low"
"2864",3,3,3,3,3,3,2,4,2,4,2,4,"No",-123.118069766798,49.2786030924537,"Downtown",3,3,"low","very low"
"2865",3,3,3,3,3,3,2,4,2,4,2,4,"No",-123.117171212208,49.2793739407525,"Downtown",3,3,"low","very low"
"2866",3,3,3,3,3,3,2,4,2,4,2,4,"No",-123.117288568538,49.279296391165,"Downtown",3,3,"low","very low"
"2867",3,3,3,3,3,3,2,4,2,4,2,4,"No",-123.117408862244,49.2792169314939,"Downtown",3,3,"low","very low"
"2868",3,3,3,3,3,3,2,4,2,4,2,4,"No",-123.117526505359,49.2791388776407,"Downtown",3,3,"low","very low"
"2869",3,1,3,1,3,1,2,4,4,4,4,4,"Yes",-123.138544266299,49.2604913645341,"Fairview",2,3.66666666666667,"low","very low"
"2870",1,1,1,1,1,1,2,4,2,4,2,4,"No",-123.115259316604,49.2562952244847,"South Cambie",1,3,"very low","very low"
"2871",1,1,1,1,1,1,3,4,3,4,3,4,"No",-123.158158402517,49.2336844431735,"Kerrisdale",1,3.5,"very low","very low"
"2872",1,2,1,2,1,2,2,4,2,4,2,4,"No",-123.115254775656,49.2557024711153,"South Cambie",1.5,3,"very low","very low"
"2873",4,3,4,3,4,3,2,4,2,4,2,4,"No",-123.155437122902,49.2682594708246,"Kitsilano",3.5,3,"low","very low"
"2874",4,4,4,4,4,4,2,4,2,4,2,4,"No",-123.107216973288,49.2829438165681,"Downtown",4,3,"moderate","very low"
"2875",4,3,4,3,4,3,2,4,4,4,4,4,"Yes",-123.139100244605,49.25896635861,"Fairview",3.5,3.66666666666667,"low","very low"
"2876",4,4,4,4,4,4,2,4,2,4,2,4,"No",-123.107390306033,49.2829756154686,"Downtown",4,3,"moderate","very low"
"2877",4,4,4,4,4,4,2,4,2,4,2,4,"No",-123.107553693575,49.2830054983986,"Downtown",4,3,"moderate","very low"
"2878",3,1,3,1,3,1,3,4,3,4,3,4,"No",-123.141529717952,49.2687927410264,"Fairview",2,3.5,"low","very low"
"2879",4,4,4,4,4,4,2,4,2,4,2,4,"No",-123.107553693575,49.2830054983986,"Downtown",4,3,"moderate","very low"
"2880",1,1,1,1,1,1,3,4,3,4,3,4,"No",-123.137941309459,49.2799798388321,"West End",1,3.5,"very low","very low"
"2881",3,1,3,1,3,1,3,4,3,4,3,4,"No",-123.141877783344,49.2687979811324,"Fairview",2,3.5,"low","very low"
"2882",1,1,1,1,1,1,3,4,3,4,3,4,"No",-123.138127398895,49.2801648992885,"West End",1,3.5,"very low","very low"
"2883",3,1,3,1,3,1,2,4,4,4,4,4,"Yes",-123.138216864917,49.2580266001773,"Fairview",2,3.66666666666667,"low","very low"
"2884",1,1,1,1,1,1,2,4,2,4,2,4,"No",-123.101064230029,49.2571670889547,"Mount Pleasant",1,3,"very low","very low"
"2885",5,4,5,4,5,4,2,4,4,4,4,4,"Yes",-123.138173914167,49.2616633353874,"Fairview",4.5,3.66666666666667,"moderate","very low"
"2886",3,1,3,1,3,1,3,4,3,4,3,4,"No",-123.141529717952,49.2687927410264,"Fairview",2,3.5,"low","very low"
"2887",3,3,3,3,3,3,2,4,2,4,2,4,"No",-123.121969878886,49.2765763482299,"Downtown",3,3,"low","very low"
"2888",1,1,1,1,1,1,3,4,3,4,3,4,"No",-123.122943016416,49.277205645578,"Downtown",1,3.5,"very low","very low"
"2889",1,3,1,3,1,3,2,4,2,4,2,4,"No",-123.128962447483,49.2873752209242,"West End",2,3,"low","very low"
"2890",2,1,2,1,2,1,3,4,3,4,3,4,"No",-123.122317269172,49.2736463649821,"Downtown",1.5,3.5,"very low","very low"
"2891",2,1,2,1,2,1,3,4,3,4,3,4,"No",-123.122807935992,49.273516655588,"Downtown",1.5,3.5,"very low","very low"
"2892",2,2,2,2,2,2,3,4,3,4,3,4,"No",-123.128028421116,49.2915434503614,"Downtown",2,3.5,"low","very low"
